,,,PltRpt=1 Group=1 US LUM 384 (cps) Yeh(1) De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,PltRpt=2 Group=1 US LUM 384 (cps) Yeh(1) De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,PltRpt=3 Group=1 US LUM 384 (cps) Yeh(1) De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,PltRpt=1 Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps) Yeh(1) channel 1,,,,PltRpt=2 Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps) Yeh(1) channel 1,,,,PltRpt=3 Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps) Yeh(1) channel 1,,,
Plate,Barcode,Well,CalcResultI,Signal,Flashes/Time,MeasTime,CalcResultI,Signal,Flashes/Time,MeasTime,CalcResultI,Signal,Flashes/Time,MeasTime,CalcResultI,Signal,,MeasTime,CalcResultI,Signal,,MeasTime,CalcResultI,Signal,,MeasTime
1,,E09,214600,21460,0.1,00:21.0,176000,17600,0.1,11:46.0,156000,15600,0.1,23:10.7,214600,0,0,0,176000,0,0,0,156000,0,0,0
1,,E10,215800,21580,0.1,00:21.2,177200,17720,0.1,11:46.2,154720,15472,0.1,23:10.8,215800,0,0,0,177200,0,0,0,154720,0,0,0
1,,E11,211800,21180,0.1,00:21.4,172680,17268,0.1,11:46.4,154560,15456,0.1,23:11.0,211800,0,0,0,172680,0,0,0,154560,0,0,0
1,,E12,212760,21276,0.1,00:21.6,173440,17344,0.1,11:46.6,155080,15508,0.1,23:11.2,212760,0,0,0,173440,0,0,0,155080,0,0,0
1,,E13,217160,21716,0.1,00:21.8,175760,17576,0.1,11:46.8,158640,15864,0.1,23:11.4,217160,0,0,0,175760,0,0,0,158640,0,0,0
1,,E14,219880,21988,0.1,00:22.0,178840,17884,0.1,11:47.0,158480,15848,0.1,23:11.6,219880,0,0,0,178840,0,0,0,158480,0,0,0
1,,E15,218880,21888,0.1,00:22.1,172160,17216,0.1,11:47.2,154800,15480,0.1,23:11.8,218880,0,0,0,172160,0,0,0,154800,0,0,0
1,,E16,212200,21220,0.1,00:22.3,170800,17080,0.1,11:47.4,156960,15696,0.1,23:12.0,212200,0,0,0,170800,0,0,0,156960,0,0,0
1,,E17,209040,20904,0.1,00:22.5,172960,17296,0.1,11:47.6,157880,15788,0.1,23:12.2,209040,0,0,0,172960,0,0,0,157880,0,0,0
1,,E18,207240,20724,0.1,00:22.7,172400,17240,0.1,11:47.8,153440,15344,0.1,23:12.4,207240,0,0,0,172400,0,0,0,153440,0,0,0
1,,E19,205360,20536,0.1,00:22.9,171480,17148,0.1,11:48.0,154960,15496,0.1,23:12.6,205360,0,0,0,171480,0,0,0,154960,0,0,0
1,,E20,207680,20768,0.1,00:23.1,170520,17052,0.1,11:48.1,153760,15376,0.1,23:12.8,207680,0,0,0,170520,0,0,0,153760,0,0,0
1,,E21,206360,20636,0.1,00:23.3,172840,17284,0.1,11:48.3,154000,15400,0.1,23:13.0,206360,0,0,0,172840,0,0,0,154000,0,0,0
1,,E22,202040,20204,0.1,00:23.5,167560,16756,0.1,11:48.5,150560,15056,0.1,23:13.2,202040,0,0,0,167560,0,0,0,150560,0,0,0
1,,E23,480,48,0.1,00:23.7,360,36,0.1,11:48.7,280,28,0.1,23:13.3,480,0,0,0,360,0,0,0,280,0,0,0
1,,E24,201320,20132,0.1,00:23.9,169520,16952,0.1,11:48.9,152520,15252,0.1,23:13.5,201320,0,0,0,169520,0,0,0,152520,0,0,0
1,,F01,220600,22060,0.1,00:24.3,179640,17964,0.1,11:49.4,162240,16224,0.1,23:14.0,220600,0,0,0,179640,0,0,0,162240,0,0,0
1,,F02,440,44,0.1,00:24.5,360,36,0.1,11:49.5,320,32,0.1,23:14.2,440,0,0,0,360,0,0,0,320,0,0,0
1,,F03,221120,22112,0.1,00:24.7,178960,17896,0.1,11:49.8,160000,16000,0.1,23:14.4,221120,0,0,0,178960,0,0,0,160000,0,0,0
1,,F04,225320,22532,0.1,00:24.9,181200,18120,0.1,11:49.9,160760,16076,0.1,23:14.6,225320,0,0,0,181200,0,0,0,160760,0,0,0
1,,F05,224960,22496,0.1,00:25.1,175040,17504,0.1,11:50.1,161960,16196,0.1,23:14.8,224960,0,0,0,175040,0,0,0,161960,0,0,0
1,,F06,223600,22360,0.1,00:25.3,181040,18104,0.1,11:50.3,162040,16204,0.1,23:14.9,223600,0,0,0,181040,0,0,0,162040,0,0,0
1,,F07,221880,22188,0.1,00:25.5,184520,18452,0.1,11:50.5,162160,16216,0.1,23:15.1,221880,0,0,0,184520,0,0,0,162160,0,0,0
1,,F08,209720,20972,0.1,00:25.7,172400,17240,0.1,11:50.7,153080,15308,0.1,23:15.3,209720,0,0,0,172400,0,0,0,153080,0,0,0
1,,F09,219680,21968,0.1,00:25.8,183120,18312,0.1,11:50.9,164040,16404,0.1,23:15.5,219680,0,0,0,183120,0,0,0,164040,0,0,0
1,,F10,206600,20660,0.1,00:26.0,172800,17280,0.1,11:51.1,155160,15516,0.1,23:15.7,206600,0,0,0,172800,0,0,0,155160,0,0,0
